customer_id,recency_days,frequency,monetary_total,cluster
013379cd34764086b9d65a9d,16,1,19003665,4
0133b63ac21e407b808ad33a,309,1,61750973,2
013844cb2c0f444f8299b326,319,1,50561220,2
01397a1c9cfb4819830cdc3c,1448,1,12539565,1
013a292c952f4fdf96fb5469,928,1,46524532,2
013a858015634a489ac87c25,743,1,45728912,2
013b86cf8dc34edf827f358b,354,2,44628286,3
013c96dd72c146b396c63a70,621,1,34636650,2
0140123c7a54417889c12911,161,1,61575764,2
0140d13d48d54bf495a2c497,14,4,150406569,0
01419809154a405cbc9a6717,133,2,24171728,3
01424912fa6844b4b02c4376,1177,1,55083472,2
0142fc47920a44bdbeb418fe,212,2,91841247,3
01432aa6e8374a1ca45a3eb4,795,1,39626106,2
014513f06ac0430e90ae971d,706,1,22849700,2
014515f7fd58430690d8bd7b,706,1,32461338,2
0145746d9d7a4e89a05641d7,1631,1,32565602,2
0146b680456b4bcb800e1058,37,1,16546286,4
014855ac1d004ed3b0e41d93,283,1,14552476,1
0148b0164ebc49708a035e18,565,1,37470718,2
0148c588234249b789d7ecf0,744,1,18304584,1
0149bb891a1345da8ec22fdd,359,1,42737628,2
014a23b4486b47e3afd6e987,337,1,5019475,1
014d33f61ea94bf48836d508,6,1,34872648,4
014d45d0577243f697315c04,58,1,143156637,4
014fa94e9a444ae7801684f0,65,1,13658937,4
01503645006949238de26ed6,366,1,20524499,1
0150be1586074ae9a60877d0,1553,1,30956961,2
015201d7abf6470689abc8f2,34,3,58301435,0
01525c7f02ab4cfb99d13f75,29,1,23342439,4
0152a778a82744f2ba4f787c,177,1,4127461,1
0152e4adb5fd41b5b392cc98,954,1,39535657,2
0155002b82a845d3af33ee47,148,1,17160019,4
01552472bc8d44fba7132572,67,2,52895026,3
01593e746320407ea8d47621,954,1,33954596,2
015a4c46bf4c4d7f9c3973c7,207,1,31276782,2
015a71b9d5ce41f4871b6886,236,1,35019074,2
015af925e0ab4c799cce3234,68,1,28262253,4
015bde98d880457a85668924,569,1,33944321,2
015c6cee087e4ddb8d36d22e,178,3,92127289,0
0160372bf0424d8494b2b0ae,328,1,4632168,1
016241437e854464afbd5d15,1180,1,58086562,2
0162eddd8765451daa696431,923,1,23454202,2
0165147389d34bfe8c60c840,1440,1,24100833,2
0165b801557c40ddbc0f31fb,295,1,222423736,2
01661a6c115240238ff43b71,836,1,33055442,2
016707e3142543b38fe52cf3,1072,1,59361563,2
016933c202904c8fa1d719e0,1123,1,62471242,2
016aaa125a7943d89738ed58,651,1,42516923,2
016bf7ff461740b994619af1,477,1,47596056,2
016c4c429fdb4f57bff48bec,3,2,104933552,3
016c542cec674b31b251bc7c,95,1,60094422,4
016c9847639f489fb116ab27,1011,1,21536257,1
016db08c42dc49d6a3150337,158,4,123453585,0
016db4ab469f4ef3a8eac1f5,97,2,115638788,3
016eae20c6474b60afce0828,80,3,109080982,0
01734913b8104397b8b7825c,13,1,50712806,4
0175699b86974405a93cc3aa,199,1,59605055,2
0177853985bd4592986d02f6,562,1,54257612,2
0179be3c75834fb7ad42d182,430,1,52427315,2
017c6ab91d57467b9396c5d0,1409,1,56959802,2
017df377f0c04230868e78ee,30,1,24102806,4
017df69a0c5348a895e4ad75,1440,1,21993053,2
017e81276709407ba2c0cc35,1480,1,46588949,2
017f20a91007400aa6d30bf2,871,1,16826064,1
0180f54227d5440a9afb1957,859,1,46312939,2
0181bfd7e85f47e8b681867c,23,1,42624533,4
0181eb31271043eb992d3d5c,322,1,60213461,2
0183278987b044ccaceba990,1600,1,3403538,1
01864be14e864a659772c41d,329,1,80656758,2
01872dda237549cbab0a9ef7,954,2,79396182,3
018768bbaab545be8d0c3fa4,694,1,41286643,2
0188842068e64b23819c6c8b,1094,1,34849898,2
0189093ab1a14e9f9e8accf9,21,1,37242256,4
0189b0fa4ef04af280d58f8b,874,1,39859941,2
018ad7a314494b70861d7be0,1335,1,13729047,1
018ba555b6484fdda5770dd3,173,4,101579109,0
018dfddb141c49e7a9e4c9a8,199,1,16438586,1
018e8759032241e09bf38197,367,1,67704856,2
018fef9a00e04cf1947608e7,9,2,61665855,3
0190d358a6c5488695ee6eb4,29,1,33584688,4
0190e431774e46cd8ebe4ce3,230,4,138761449,0
01938422f1e842fe97dd5135,308,1,50639575,2
0195364a2395411f847c360d,164,1,20105655,4
01955d0536ea488eb62c32bb,87,1,11465326,4
0195b076762046caa04b9791,206,1,39974937,2
0196cb1ec80742a6ac6d0827,1242,1,57085108,2
0197026fe1a642c9a2f7b1f1,825,1,12434350,1
0198ce68d7864f279db26ee1,870,1,17797733,1
019aaa12c2244df383d9a86b,444,1,13671629,1
019b4e336f0c4c40811457d0,589,1,52116165,2
019db549fde94372b1345722,183,1,34830638,4
019fcd8b1aa24f7596cfd848,45,1,48936220,4
01a0da8b86234bb6b05f3472,652,1,23661831,2
01a1b5ea9ae844ac88571096,368,1,3405960,1
01a39a82227846d09abde678,88,1,57664430,4
01a4578bcdcf4041bb7ec2b6,1212,1,4634199,1
01a4813ad8c94565a2fd7b9f,456,1,18412488,1
01a60390c4cb420685f24e8b,113,2,59295786,3
01a637e508174497a5a6ccb7,28,6,218705198,0
01a6cd1bb4d04d778bffbf08,159,1,26373501,4
01a762deb1444f2ab1563d8e,140,1,26538162,4
01a7755f2cf941cc94435cb2,74,2,270159373,3
01a92d1a57924178b0bfb344,597,1,32745637,2
01a9b4755f344cf38cfb7e16,1533,1,52361905,2
01ab788d43fe4c929854691e,1271,1,44703398,2
01ab93eed9f64e31bbf4e067,401,1,45772233,2
01aca9827e674ba68b023f7b,56,3,90529902,0
01acef0c41e847298cd7467d,217,1,8100859,1
01ad1d77f1fc4251a0fbd5eb,606,1,121088710,2
01adbb37ecf54e24bf443855,753,1,5526423,1
01adbd7e0d614238a7bc9456,347,1,37780886,2
01aee9467f4c496892d8098b,66,1,282315278,4
01b24d5dc5b6427f95350e72,954,1,43530254,2
01b38bafb279432da4ad19dd,993,1,41068314,2
01b56a99657b47e0bd5a3e4a,1624,1,48994060,2
01b59515099d411991f20ae1,455,1,53408567,2
01b5ae1be3824a3fa046ca42,38,2,80495443,3
01b5f585c6df4d55af2aca9f,562,1,41718488,2
01b6298d49a742f78e271f8f,58,2,59153902,3
01b75257e443424980a76431,835,1,10930632,1
01b8214e31074130b3ca4fdb,207,1,9645311,1
01ba9411721b45fabaf89114,863,1,10625706,1
01bc2ce88f9746bf8b304271,384,1,24914673,2
01be2d8c4b894ae285334b2a,119,1,26177311,4
01c17c8cadef4aee8887eb89,536,2,73090949,3
01c1836b1b7c4a23802a0c89,681,1,39518710,2
01c193fea90b410eb265d697,239,1,52805862,2
01c1ce9d929f4b02ae1d596e,525,1,7693478,1
01c220d5611a4b2c8626ba79,581,1,64066809,2
01c4f44305de46eda688e4cc,1632,1,40586480,2
01c5c60cd14644459c34bc61,1229,1,37337778,2
01c5da4284bc4a03b3e6c9a6,895,1,52922162,2
01c6c6fe5c2549aabd81ed71,958,1,25336400,2
01c87f4530ea4655973a329f,104,1,34747258,4
01caa02ddafb4b99b3e6e588,434,1,48248390,2
01cbc7130ebb40e1b193a02b,443,1,39968805,2
01cf4548341b400a839e2569,1379,1,50597935,2
01cf53f9ca4d401dac10e9f5,1158,1,22788169,2
01cfc1c1e7394f4685f4439d,1476,1,35861421,2
01d00671c64e48418ab4c4f7,534,1,38585474,2
01d044cf08c54993977b1796,976,1,60750748,2
01d3e4272f4b4b1181da74d8,674,1,50190069,2
01d4b0383bf34e518d8eda88,0,3,163043546,0
01d4c7aab7e24f249d12c713,739,1,35264117,2
01d5855915db4dce8bf18b1a,198,1,62633322,2
01d5b76c1eef4ad495f2b7b5,40,2,40673672,3
01d8e44cac8244139d801a2b,461,1,7421107,1
01d9d78ded7b49fcb6b9feb5,506,1,35546572,2
01dac8d5c48d45eea0f62341,1108,1,11071118,1
01db20dc309c4b179e9f21b1,483,1,63851714,2
01dd033d752c42ca858c699b,98,2,72488317,3
01ddc48e38524bf88220cc1c,898,1,22609454,2
01df62d850454eb997439f1d,12,1,13578894,4
01e271244c6f411a80cfc796,1054,1,42318277,2
01e272e38a4e4ed3bbd051d1,282,1,10124406,1
01e2dcdbdb594b59aa4f96b7,1180,1,34408994,2
01e54760855f4eadbd37a0bb,1341,1,63331106,2
01e57b3a07974000abc56340,52,1,9079238,4
01e6475c4a0b46d29465660b,601,1,19584921,1
01e827c4f9c94ff98357bb70,531,1,52747374,2
01e86aade47847f2b43c9c4b,150,3,119343594,0
01e9472175f64b7b93939896,897,1,32351709,2
01ea85be157f486b86dd57e0,77,2,48261758,3
01eb054657f4429cb2dc340a,1194,1,29507877,2
01ebc7dad0e7423e9768ebd6,135,1,17337692,4
01f06a2c04544c719bb0d456,619,1,54419279,2
01f0c3d211314d5f9a5f2300,701,1,38185213,2
01f1849e015f45a880fbf366,114,1,35461680,4
01f23c6d43be4065a4f03a80,28,1,20272142,4
01f29baa2b434a5693962971,409,1,59103874,2
01f338faa2ea4cad852718ce,1492,1,55869390,2
01f51a601adf4dbda78ca920,713,1,36127414,2
01f5d934693e4f4d893d16f7,941,1,16831137,1
01f62210bdc4479094830a7b,1419,1,295042545,2
01f6d51947474eee90c7ad2a,1269,1,24568478,2
01f720d0f4fc4de78a6a081b,403,1,11614814,1
01f9dc76a70949699162517d,435,1,14302317,1
01fa908fa0e847bc860ccb4e,806,1,36274522,2
01fb4d66d0044b049d2e8bc4,509,1,37933851,2
01ff255ad16e490db661aca0,1486,1,17863838,1
02018253e86a4cd9a60cdd85,1540,1,36440634,2
0201cc9321bd418296ef3b1e,174,1,63637196,2
020615ec75ba47138c012e5c,86,1,32144762,4
02063ca6e70348e89a575858,25,1,54569541,4
020641c2914a49ff9240d307,493,1,7959724,1
0206bb17ba7646da9012a21d,683,1,26673559,2
020750a9899e403399898ec3,30,3,69678655,0
02086be950064e3babf25f7c,226,1,46988414,2
0208e93ad18a47488add4b87,1388,1,12333020,1
0208eee9322141f79af4d173,347,1,29043478,2
020a13721b5f41f6a94b3d93,1441,1,18291032,1
020b2cd072c9412e9799ed5e,518,2,46970975,3
020d2872852c4bd1a3b43a9d,0,1,59684881,4
020e931c3ee14377a19f0507,256,2,57238279,3
020f15c06d064cebb66a0cae,23,1,63650070,4
020fc691077445779d0dc989,89,1,60876441,4
021109a9d59447e09fbb6b6b,1296,1,64811614,2
02111ee1849f49609e1fc66d,608,1,54277950,2
02118ac43c0543e0a9308423,403,1,50940457,2
0211fea641e5447fabcc8e9c,781,1,19176604,1
02122917f02f464ca613dab7,360,1,47720668,2
02133a955396433994ea35d8,138,1,6196460,1
0214dfc8a08e4517a067955e,1194,1,18714266,1
02165ce8b8874fd2906d9825,137,1,298795319,2
0216fa24a4354326ba1abcda,498,1,244906035,2
02174de1d20d4bf488bef7ea,18,1,14340694,4
0217580c548645dd99fddf60,375,1,13484828,1
021759f84d1c4bfda2a64321,1002,1,20840016,1
021ab2728d5e43c0b4bc735d,36,2,266166186,3
021bd2f17ce94f44a6fc53de,1413,1,38532518,2
021d17733a6c4dcaaac1e271,685,1,15189586,1
021e2e81a10c41e7af8193ce,536,1,48341913,2
021e4269887e489d86dc270a,559,1,23107398,2
0220d713bfbc4c1c92fa89b6,124,1,7239218,1
0220ecaaf90f428e95683dee,261,1,52516438,2
02235630bfdb4e1c8baae960,218,1,46672319,2
0224e3d2a6bf42d3962f0f87,1219,1,44328192,2
02258981848547b480d96ecf,332,1,14280813,1
02290c7c1645402d96e49ce8,136,1,17219906,4
022c062e251a4237973aca7a,279,1,39998462,2
022c5d8381164a3aad85143f,523,1,11502460,1
022d1968e1454a3aaa1e1768,129,5,130222673,0
022d99fd30c846318d2fb43b,667,1,19230008,1
022dd9144a2a40398599d8e7,428,1,29407115,2
022e53620f864712aa5a6795,295,1,41725815,2
023010e7c7084a41bb0729f9,102,2,84335900,3
0230a892d44b439aa37d9e65,177,1,27758871,4
02312b26e2b049eb9a2a31d7,559,1,12775007,1
02326fdec08e491d8b681737,224,1,20122525,1
02334ef7513a4bcfafd24ebe,6,2,84846528,3
023469ccdd3045e190a4d3a9,818,1,60704756,2
0237e0a682be4dcdb597737a,523,1,47078553,2
02388c22ba134feb86b02928,596,1,32476453,2
023935d52b86458e86b25ea3,109,1,22318782,4
023cc5c8c9e84234bbda0ac6,820,1,8512263,1
023ec1a19ba24c4897786a96,202,1,47412094,2
024008abfcbc4de2840bee88,422,1,37546969,2
0242f218ec2a45f0a4a9d359,212,1,21617755,1
024369eccac84996b75610ae,5,2,99863326,3
02436c4cd763496e9d81eed6,1011,1,62281451,2
02493e178929458dbf006644,1096,1,26871268,2
02493f0707fc4ec0a6643c4c,1030,1,20771365,1
024a744e5a0543a48ed4e9e0,27,1,6188030,4
024aa6f294de44c1b44ab041,402,1,9963312,1
024b58ee4239436ea3b0f546,309,2,38750267,3
024bf146823e40589c1f71b1,383,1,25623433,2
024c57e322a143759ad4260b,250,1,23221200,2
024e50faaebe486c9e22dc99,349,1,12795638,1
024f5dd1742940148756cf7a,248,2,85198373,3
024f93de5fe54db191b79de8,594,1,27506596,2
0258095b0e1d447a843501f8,446,1,52882962,2
02582604152348c5abda6d73,1403,1,7839960,1
0258537515c44a9d9a11a95b,160,1,39142704,4
0258b56a9e1c4bfaac5bf4c2,146,2,52380919,3
0259bdfc04d045b2a24ada24,655,1,40241259,2
025a124aa9a8427ab8ae2313,1481,1,9169416,1
025c017d92e24881b87157eb,778,1,3866693,1
